A,B,CW,DQ,DR,DR51,DR52,DR53,TOTfreq
A25,B7,CW15,DQ5,DR14,NA,DR52,NA,6.01993e-5
A25,B7,CW7,DQ2,DR7,NA,NA,DR53,5.0166e-5
A25,B7,CW7,DQ5,DR103,NA,NA,NA,5.0166e-5
A25,B7,CW7,DQ5,DR14,NA,DR52,NA,4.01328e-5
A25,B7,CW7,DQ6,DR15,DR51,NA,NA,7.12358e-4
A25,B7,CW7,DQ8,DR4,NA,NA,DR53,1.70565e-4
A25,B8,CW7,DQ2,DR17,NA,DR52,NA,0.001193952
A26,B13,CW12,DQ2,DR7,NA,NA,DR53,6.01993e-5
A26,B13,CW5,DQ7,DR11,NA,DR52,NA,6.01993e-5
A26,B15,CW1,DQ5,DR1,NA,NA,NA,6.01993e-5
A26,B15,CW1,DQ7,DR4,NA,NA,DR53,6.01993e-5
A26,B15,CW12,DQ7,DR13,NA,DR52,NA,6.01993e-5
A26,B15,CW4,DQ4,DR8,NA,NA,DR53,6.01993e-5
A26,B15,CW4,DQ5,DR1,NA,NA,NA,5.0166e-5
A26,B15,CW4,DQ6,DR15,DR51,NA,NA,6.01993e-5
A26,B15,CW4,DQ7,DR13,NA,DR52,NA,6.01993e-5
A26,B15,CW4,DQ8,DR4,NA,NA,DR53,1.00332e-4
A26,B15,CW9,DQ2,DR7,NA,NA,DR53,1.30432e-4
A26,B15,CW9,DQ8,DR4,NA,NA,DR53,1.20399e-4
A26,B18,CW12,DQ2,DR17,NA,DR52,NA,6.01993e-5
A26,B18,CW12,DQ7,DR11,NA,DR52,NA,2.5083e-4
A26,B18,CW5,DQ2,DR17,NA,DR52,NA,1.00332e-4
A26,B18,CW5,DQ6,DR15,DR51,NA,NA,7.02325e-5
A26,B18,CW7,DQ7,DR11,NA,DR52,NA,2.00664e-4
A26,B27,CW1,DQ4,DR8,NA,NA,DR53,6.01993e-5
A26,B27,CW1,DQ5,DR1,NA,NA,NA,0.001525048
A26,B27,CW1,DQ5,DR10,NA,NA,NA,6.01993e-5
A26,B27,CW1,DQ6,DR13,NA,DR52,NA,6.01993e-5
A26,B27,CW2,DQ5,DR1,NA,NA,NA,1.30432e-4
A26,B27,CW2,DQ7,DR11,NA,DR52,NA,5.0166e-5
A26,B27,CW2,DQ7,DR12,NA,DR52,NA,6.01993e-5
A26,B27,CW2,DQ7,DR4,NA,NA,DR53,1.30432e-4
A26,B27,CW2,DQ8,DR4,NA,NA,DR53,1.60531e-4
A26,B35,CW12,DQ5,DR1,NA,NA,NA,6.01993e-5
A26,B35,CW4,DQ2,DR17,NA,DR52,NA,1.40465e-4
A26,B35,CW4,DQ2,DR7,NA,NA,DR53,6.01993e-5
A26,B35,CW4,DQ4,DR8,NA,NA,DR53,6.01993e-5
A26,B35,CW4,DQ5,DR1,NA,NA,NA,2.5083e-4
A26,B35,CW4,DQ6,DR13,NA,DR52,NA,1.20399e-4
A26,B35,CW4,DQ6,DR15,DR51,NA,NA,6.01993e-5
A26,B35,CW4,DQ7,DR11,NA,DR52,NA,1.70565e-4
A26,B35,CW4,DQ7,DR13,NA,DR52,NA,6.01993e-5
A26,B35,CW4,DQ8,DR4,NA,NA,DR53,5.51827e-4
A26,B35,CW6,DQ7,DR11,NA,DR52,NA,6.01993e-5
A26,B35,CW9,DQ4,DR8,NA,NA,DR53,6.01993e-5
A26,B37,CW6,DQ6,DR13,NA,DR52,NA,5.01661e-4
A26,B37,CW6,DQ6,DR15,DR51,NA,NA,7.02325e-5
A26,B37,CW6,DQ7,DR11,NA,DR52,NA,1.30432e-4
A26,B38,CW12,DQ2,DR17,NA,DR52,NA,6.01993e-5
A26,B38,CW12,DQ2,DR7,NA,NA,DR53,2.5083e-4
A26,B38,CW12,DQ5,DR1,NA,NA,NA,2.90963e-4
A26,B38,CW12,DQ5,DR12,NA,DR52,NA,6.01993e-5
A26,B38,CW12,DQ5,DR14,NA,DR52,NA,4.51494e-4
A26,B38,CW12,DQ5,DR16,DR51,NA,NA,6.01993e-5
A26,B38,CW12,DQ6,DR13,NA,DR52,NA,0.003300926
A26,B38,CW12,DQ6,DR15,DR51,NA,NA,1.20399e-4
A26,B38,CW12,DQ7,DR11,NA,DR52,NA,0.001635413
A26,B38,CW12,DQ7,DR12,NA,DR52,NA,6.01993e-5
A26,B38,CW12,DQ7,DR8,NA,NA,DR53,1.50498e-4
A26,B38,CW12,DQ8,DR4,NA,NA,DR53,0.004805908
A26,B39,CW12,DQ5,DR16,DR51,NA,NA,1.90631e-4
A26,B39,CW12,DQ6,DR15,DR51,NA,NA,1.30432e-4
A26,B40,CW1,DQ4,DR8,NA,NA,DR53,6.01993e-5
A26,B40,CW10,DQ2,DR17,NA,DR52,NA,5.0166e-5
A26,B40,CW10,DQ5,DR103,NA,NA,NA,6.01993e-5
A26,B40,CW10,DQ5,DR16,DR51,NA,NA,4.01328e-5
A26,B40,CW10,DQ6,DR13,NA,DR52,NA,8.02657e-5
A26,B40,CW10,DQ7,DR11,NA,DR52,NA,6.01993e-5
A26,B40,CW2,DQ7,DR11,NA,DR52,NA,6.01993e-5
A26,B41,CW17,DQ7,DR13,NA,DR52,NA,6.01993e-5
A26,B41,CW17,DQ9,DR7,NA,NA,DR53,6.01993e-5
A26,B44,CW10,DQ7,DR12,NA,DR52,NA,6.01993e-5
A26,B44,CW14,DQ9,DR7,NA,NA,DR53,6.01993e-5
A26,B44,CW16,DQ2,DR7,NA,NA,DR53,1.50498e-4
A26,B44,CW16,DQ6,DR13,NA,DR52,NA,6.01993e-5
A26,B44,CW2,DQ5,DR1,NA,NA,NA,7.02325e-5
A26,B44,CW2,DQ6,DR13,NA,DR52,NA,6.01993e-5
A26,B44,CW2,DQ7,DR11,NA,DR52,NA,6.01993e-5
A26,B44,CW4,DQ2,DR17,NA,DR52,NA,6.01993e-5
A26,B44,CW4,DQ2,DR7,NA,NA,DR53,1.90631e-4
A26,B44,CW5,DQ2,DR7,NA,NA,DR53,6.01993e-5
A26,B44,CW5,DQ4,DR8,NA,NA,DR53,7.02325e-5
A26,B44,CW5,DQ5,DR1,NA,NA,NA,8.02657e-5
A26,B44,CW5,DQ5,DR16,DR51,NA,NA,6.01993e-5
A26,B44,CW5,DQ6,DR13,NA,DR52,NA,1.80598e-4
A26,B44,CW5,DQ6,DR15,DR51,NA,NA,1.30432e-4
A26,B44,CW5,DQ7,DR4,NA,NA,DR53,4.81594e-4
A26,B44,CW5,DQ8,DR4,NA,NA,DR53,1.00332e-5
A26,B44,CW9,DQ7,DR11,NA,DR52,NA,1.90631e-4
A26,B44,CW9,DQ7,DR4,NA,NA,DR53,6.01993e-5
A26,B45,CW6,DQ2,DR7,NA,NA,DR53,5.6186e-4
A26,B45,CW6,DQ6,DR13,NA,DR52,NA,8.02657e-5
A26,B45,CW6,DQ7,DR4,NA,NA,DR53,1.20399e-4
A26,B45,CW6,DQ8,DR4,NA,NA,DR53,6.01993e-5
A26,B49,CW7,DQ5,DR1,NA,NA,NA,7.52491e-4
A26,B49,CW7,DQ5,DR16,DR51,NA,NA,6.01993e-5
A26,B49,CW7,DQ6,DR13,NA,DR52,NA,1.30432e-4
A26,B49,CW7,DQ7,DR4,NA,NA,DR53,1.30432e-4
A26,B49,CW7,DQ8,DR4,NA,NA,DR53,6.01993e-5
A26,B50,CW6,DQ2,DR7,NA,NA,DR53,1.30432e-4
A26,B50,CW6,DQ5,DR1,NA,NA,NA,1.20399e-4
A26,B51,CW1,DQ7,DR11,NA,DR52,NA,1.80598e-4
A26,B51,CW14,DQ6,DR13,NA,DR52,NA,6.01993e-5
A26,B51,CW14,DQ7,DR11,NA,DR52,NA,2.30764e-4
A26,B51,CW14,DQ9,DR9,NA,NA,DR53,6.01993e-5
A26,B51,CW15,DQ2,DR7,NA,NA,DR53,1.30432e-4
A26,B51,CW15,DQ4,DR8,NA,NA,DR53,1.30432e-4
A26,B51,CW15,DQ5,DR15,DR51,NA,NA,6.01993e-5
A26,B51,CW15,DQ5,DR16,DR51,NA,NA,6.01993e-5
A26,B51,CW15,DQ6,DR15,DR51,NA,NA,1.30432e-4
A26,B51,CW15,DQ7,DR11,NA,DR52,NA,6.01993e-5
A26,B51,CW15,DQ7,DR4,NA,NA,DR53,6.01993e-5
A26,B51,CW16,DQ6,DR13,NA,DR52,NA,6.01993e-5
A26,B51,CW5,DQ6,DR13,NA,DR52,NA,6.01993e-5
A26,B52,CW12,DQ5,DR16,DR51,NA,NA,6.01993e-5
A26,B52,CW12,DQ6,DR15,DR51,NA,NA,2.70897e-4
A26,B55,CW1,DQ6,DR13,NA,DR52,NA,7.02325e-5
A26,B55,CW9,DQ2,DR17,NA,DR52,NA,5.0166e-5
A26,B55,CW9,DQ2,DR7,NA,NA,DR53,1.30432e-4
A26,B55,CW9,DQ5,DR10,NA,NA,NA,6.01993e-5
A26,B55,CW9,DQ5,DR14,NA,DR52,NA,7.12358e-4
A26,B55,CW9,DQ5,DR16,DR51,NA,NA,2.00664e-4
A26,B55,CW9,DQ6,DR13,NA,DR52,NA,2.00664e-4
A26,B55,CW9,DQ6,DR15,DR51,NA,NA,1.10365e-4
A26,B55,CW9,DQ7,DR11,NA,DR52,NA,2.60864e-4
A26,B55,CW9,DQ7,DR4,NA,NA,DR53,6.01993e-5
A26,B56,CW1,DQ4,DR8,NA,NA,DR53,6.01993e-5
A26,B56,CW1,DQ5,DR1,NA,NA,NA,2.40797e-4
A26,B56,CW1,DQ6,DR15,DR51,NA,NA,1.40465e-4
A26,B56,CW1,DQ8,DR4,NA,NA,DR53,6.01993e-5
A26,B57,CW6,DQ7,DR4,NA,NA,DR53,6.01993e-5
A26,B57,CW6,DQ9,DR7,NA,NA,DR53,1.80598e-4
A26,B64,CW8,DQ2,DR7,NA,NA,DR53,7.02325e-4
A26,B64,CW8,DQ6,DR15,DR51,NA,NA,8.02657e-5
A26,B64,CW8,DQ7,DR4,NA,NA,DR53,1.30432e-4
A26,B7,CW7,DQ5,DR1,NA,NA,NA,6.01993e-5
A26,B7,CW7,DQ5,DR10,NA,NA,NA,6.01993e-5
A26,B7,CW7,DQ5,DR103,NA,NA,NA,6.01993e-5
A26,B7,CW7,DQ5,DR16,DR51,NA,NA,8.02657e-5
A26,B7,CW7,DQ6,DR13,NA,DR52,NA,7.02325e-5
A26,B7,CW7,DQ6,DR15,DR51,NA,NA,8.32756e-4
A26,B7,CW7,DQ7,DR103,NA,NA,NA,6.01993e-5
A26,B7,CW7,DQ7,DR11,NA,DR52,NA,6.01993e-5
A26,B7,CW7,DQ9,DR7,NA,NA,DR53,8.02657e-5
A26,B8,CW10,DQ7,DR13,NA,DR52,NA,6.01993e-5
A26,B8,CW7,DQ2,DR17,NA,DR52,NA,2.20731e-4
A26,B8,CW7,DQ5,DR1,NA,NA,NA,1.30432e-4
A26,B8,CW7,DQ5,DR103,NA,NA,NA,6.01993e-5
A26,B8,CW7,DQ5,DR14,NA,DR52,NA,6.01993e-5
A26,B8,CW7,DQ6,DR13,NA,DR52,NA,6.01993e-5
A26,B8,CW7,DQ6,DR15,DR51,NA,NA,6.01993e-5
A26,B8,CW7,DQ7,DR4,NA,NA,DR53,7.02325e-5
A26,B8,CW7,DQ8,DR4,NA,NA,DR53,6.01993e-5
A28,B40,CW10,DQ6,DR13,NA,DR52,NA,6.01993e-5
A29,B13,CW6,DQ2,DR7,NA,NA,DR53,6.01993e-5
A29,B15,CW10,DQ8,DR4,NA,NA,DR53,2.20731e-4
A29,B15,CW9,DQ2,DR7,NA,NA,DR53,6.01993e-5
A29,B15,CW9,DQ6,DR15,DR51,NA,NA,6.01993e-5
A29,B15,CW9,DQ7,DR11,NA,DR52,NA,6.01993e-5
A29,B15,CW9,DQ9,DR7,NA,NA,DR53,7.02325e-5
A29,B18,CW12,DQ6,DR15,DR51,NA,NA,6.01993e-5
A29,B18,CW7,DQ7,DR11,NA,DR52,NA,6.01993e-5
A29,B18,CW8,DQ2,DR17,NA,DR52,NA,2.00664e-5
A29,B18,CW8,DQ2,DR7,NA,NA,DR53,2.00664e-5
A29,B27,CW1,DQ5,DR1,NA,NA,NA,1.90631e-4
A29,B27,CW1,DQ6,DR13,NA,DR52,NA,6.01993e-5
A29,B27,CW1,DQ6,DR15,DR51,NA,NA,7.02325e-5
A29,B27,CW2,DQ5,DR1,NA,NA,NA,6.01993e-5
A29,B27,CW2,DQ8,DR4,NA,NA,DR53,6.01993e-5
A29,B35,CW4,DQ5,DR1,NA,NA,NA,1.00332e-4
A29,B35,CW4,DQ6,DR15,DR51,NA,NA,6.01993e-5
A29,B35,CW4,DQ7,DR11,NA,DR52,NA,3.21063e-4
A29,B35,CW4,DQ7,DR12,NA,DR52,NA,6.01993e-5
A29,B35,CW4,DQ7,DR4,NA,NA,DR53,1.80598e-4
A29,B37,CW6,DQ5,DR10,NA,NA,NA,1.90631e-4
A29,B38,CW12,DQ5,DR14,NA,DR52,NA,6.01993e-5
A29,B38,CW12,DQ6,DR13,NA,DR52,NA,1.20399e-4
A29,B39,CW7,DQ4,DR8,NA,NA,DR53,6.01993e-5
A29,B40,CW10,DQ2,DR7,NA,NA,DR53,4.01328e-5
A29,B40,CW10,DQ4,DR8,NA,NA,DR53,1.30432e-4
A29,B40,CW10,DQ6,DR13,NA,DR52,NA,1.00332e-5
A29,B40,CW10,DQ7,DR4,NA,NA,DR53,7.02325e-5
A29,B40,CW10,DQ8,DR4,NA,NA,DR53,1.20399e-4
A29,B40,CW15,DQ6,DR15,DR51,NA,NA,6.01993e-5
A29,B41,CW17,DQ7,DR13,NA,DR52,NA,1.20399e-4
A29,B41,CW17,DQ9,DR7,NA,NA,DR53,6.01993e-5
A29,B44,CW16,DQ2,DR17,NA,DR52,NA,1.50498e-4
A29,B44,CW16,DQ2,DR7,NA,NA,DR53,0.018681837
A29,B44,CW16,DQ4,DR8,NA,NA,DR53,2.30764e-4
A29,B44,CW16,DQ5,DR1,NA,NA,NA,8.22723e-4
A29,B44,CW16,DQ5,DR10,NA,NA,NA,6.01993e-5
A29,B44,CW16,DQ5,DR103,NA,NA,NA,2.30764e-4
A29,B44,CW16,DQ5,DR14,NA,DR52,NA,3.91295e-4
A29,B44,CW16,DQ6,DR13,NA,DR52,NA,3.81262e-4
A29,B44,CW16,DQ6,DR15,DR51,NA,NA,0.001535081
A29,B44,CW16,DQ7,DR103,NA,NA,NA,6.01993e-5
A29,B44,CW16,DQ7,DR11,NA,DR52,NA,8.1269e-4
A29,B44,CW16,DQ7,DR12,NA,DR52,NA,8.02657e-5
A29,B44,CW16,DQ7,DR13,NA,DR52,NA,6.01993e-5
A29,B44,CW16,DQ7,DR4,NA,NA,DR53,4.31428e-4
A29,B44,CW16,DQ8,DR4,NA,NA,DR53,6.12026e-4
A29,B44,CW4,DQ2,DR7,NA,NA,DR53,1.20399e-4
A29,B44,CW5,DQ2,DR7,NA,NA,DR53,6.01993e-5
A29,B44,CW5,DQ7,DR11,NA,DR52,NA,6.01993e-5
A29,B44,CW5,DQ7,DR4,NA,NA,DR53,1.90631e-4
A29,B44,CW5,DQ8,DR4,NA,NA,DR53,7.02325e-5
A29,B44,CW7,DQ6,DR13,NA,DR52,NA,6.01993e-5
A29,B44,CW7,DQ7,DR4,NA,NA,DR53,6.01993e-5
A29,B45,CW6,DQ2,DR17,NA,DR52,NA,1.00332e-5
A29,B45,CW6,DQ2,DR7,NA,NA,DR53,2.00664e-4
A29,B45,CW6,DQ2,DR9,NA,NA,DR53,6.01993e-5
A29,B45,CW6,DQ6,DR13,NA,DR52,NA,2.00664e-5
A29,B45,CW6,DQ6,DR15,DR51,NA,NA,1.30432e-4
A29,B45,CW6,DQ7,DR11,NA,DR52,NA,1.30432e-4
A29,B45,CW6,DQ7,DR12,NA,DR52,NA,6.01993e-5
A29,B45,CW6,DQ7,DR4,NA,NA,DR53,0.001504982
A29,B45,CW6,DQ8,DR4,NA,NA,DR53,6.01993e-5
A29,B49,CW7,DQ6,DR13,NA,DR52,NA,6.01993e-5
A29,B49,CW7,DQ7,DR4,NA,NA,DR53,6.01993e-5
A29,B50,CW6,DQ2,DR17,NA,DR52,NA,1.30432e-4
A29,B51,CW12,DQ5,DR1,NA,NA,NA,6.01993e-5
A29,B51,CW15,DQ8,DR4,NA,NA,DR53,1.20399e-4
A29,B51,CW16,DQ6,DR13,NA,DR52,NA,6.01993e-5
A29,B51,CW16,DQ6,DR15,DR51,NA,NA,6.01993e-5
A29,B51,CW16,DQ7,DR11,NA,DR52,NA,6.01993e-5
A29,B52,CW12,DQ7,DR11,NA,DR52,NA,1.30432e-4
A29,B53,CW4,DQ5,DR1,NA,NA,NA,6.01993e-5
A29,B53,CW4,DQ6,DR15,DR51,NA,NA,6.01993e-5
A29,B55,CW10,DQ5,DR14,NA,DR52,NA,6.01993e-5
A29,B55,CW9,DQ5,DR14,NA,DR52,NA,7.02325e-5
A29,B55,CW9,DQ7,DR4,NA,NA,DR53,6.01993e-5
A29,B56,CW1,DQ6,DR15,DR51,NA,NA,6.01993e-5
A29,B56,CW1,DQ8,DR4,NA,NA,DR53,6.01993e-5
A29,B57,CW6,DQ5,DR1,NA,NA,NA,5.0166e-5
A29,B57,CW6,DQ8,DR4,NA,NA,DR53,6.01993e-5
A29,B57,CW6,DQ9,DR7,NA,NA,DR53,1.00332e-4
A29,B57,CW7,DQ9,DR7,NA,NA,DR53,6.01993e-5
A29,B58,CW7,DQ4,DR8,NA,NA,DR53,2.5083e-4
A29,B58,CW7,DQ7,DR11,NA,DR52,NA,1.10365e-4
A29,B58,CW7,DQ8,DR4,NA,NA,DR53,7.02325e-5
A29,B63,CW14,DQ7,DR4,NA,NA,DR53,6.01993e-5
A29,B65,CW8,DQ2,DR7,NA,NA,DR53,3.1103e-4
A29,B65,CW8,DQ5,DR1,NA,NA,NA,6.01993e-5
A29,B65,CW8,DQ6,DR13,NA,DR52,NA,1.20399e-4
A29,B65,CW8,DQ6,DR15,DR51,NA,NA,6.01993e-5
A29,B65,CW8,DQ7,DR12,NA,DR52,NA,6.01993e-5
A29,B7,CW15,DQ2,DR17,NA,DR52,NA,1.30432e-4
A29,B7,CW15,DQ2,DR7,NA,NA,DR53,6.01993e-5
A29,B7,CW15,DQ5,DR10,NA,NA,NA,5.01661e-4
A29,B7,CW15,DQ6,DR13,NA,DR52,NA,1.90631e-4
A29,B7,CW15,DQ6,DR17,NA,DR52,NA,6.01993e-5
A29,B7,CW15,DQ7,DR11,NA,DR52,NA,6.01993e-5
A29,B7,CW15,DQ7,DR13,NA,DR52,NA,6.01993e-5
A29,B7,CW7,DQ6,DR13,NA,DR52,NA,1.30432e-4
A29,B7,CW7,DQ6,DR15,DR51,NA,NA,8.02657e-5
A29,B7,CW7,DQ7,DR11,NA,DR52,NA,7.02325e-5
A29,B7,CW7,DQ8,DR4,NA,NA,DR53,6.01993e-5
A29,B8,CW12,DQ7,DR11,NA,DR52,NA,6.01993e-5
A29,B8,CW4,DQ2,DR17,NA,DR52,NA,6.01993e-5
A29,B8,CW7,DQ2,DR17,NA,DR52,NA,5.71893e-4
A29,B8,CW7,DQ8,DR4,NA,NA,DR53,6.01993e-5
A3,B13,CW6,DQ2,DR7,NA,NA,DR53,0.001314351
A3,B13,CW6,DQ6,DR13,NA,DR52,NA,1.20399e-4
A3,B13,CW6,DQ6,DR15,DR51,NA,NA,2.10697e-4
A3,B13,CW6,DQ7,DR11,NA,DR52,NA,1.30432e-4
A3,B13,CW6,DQ7,DR4,NA,NA,DR53,2.00664e-5
A3,B15,CW1,DQ5,DR14,NA,DR52,NA,6.01993e-5
A3,B15,CW10,DQ2,DR17,NA,DR52,NA,1.30432e-4
A3,B15,CW10,DQ5,DR1,NA,NA,NA,1.70565e-4
A3,B15,CW10,DQ6,DR13,NA,DR52,NA,1.10365e-4
A3,B15,CW10,DQ6,DR15,DR51,NA,NA,7.02325e-5
A3,B15,CW10,DQ8,DR4,NA,NA,DR53,0.001966509
A3,B15,CW2,DQ5,DR1,NA,NA,NA,6.01993e-5
A3,B15,CW4,DQ6,DR13,NA,DR52,NA,6.01993e-5
A3,B15,CW4,DQ9,DR7,NA,NA,DR53,1.20399e-4
A3,B15,CW5,DQ7,DR12,NA,DR52,NA,6.01993e-5
A3,B15,CW7,DQ4,DR8,NA,NA,DR53,6.01993e-5
A3,B15,CW7,DQ5,DR1,NA,NA,NA,8.02657e-5
A3,B15,CW7,DQ8,DR4,NA,NA,DR53,6.01993e-5
A3,B15,CW9,DQ2,DR17,NA,DR52,NA,3.00996e-4
A3,B15,CW9,DQ5,DR14,NA,DR52,NA,1.30432e-4
A3,B15,CW9,DQ6,DR13,NA,DR52,NA,9.93288e-4
A3,B15,CW9,DQ7,DR11,NA,DR52,NA,5.21727e-4
A3,B15,CW9,DQ7,DR12,NA,DR52,NA,9.02989e-5
A3,B15,CW9,DQ7,DR4,NA,NA,DR53,3.21063e-4
A3,B15,CW9,DQ8,DR4,NA,NA,DR53,3.71229e-4
A3,B15,CW9,DQ9,DR7,NA,NA,DR53,7.02325e-5
A3,B18,CW10,DQ5,DR1,NA,NA,NA,6.01993e-5
A3,B18,CW12,DQ2,DR7,NA,NA,DR53,1.40465e-4
A3,B18,CW12,DQ5,DR14,NA,DR52,NA,6.01993e-5
A3,B18,CW12,DQ6,DR15,DR51,NA,NA,1.10365e-4
A3,B18,CW12,DQ7,DR11,NA,DR52,NA,6.22059e-4
A3,B18,CW12,DQ7,DR12,NA,DR52,NA,6.01993e-5
A3,B18,CW12,DQ8,DR4,NA,NA,DR53,6.01993e-5
A3,B18,CW2,DQ2,DR17,NA,DR52,NA,6.01993e-5
A3,B18,CW5,DQ2,DR17,NA,DR52,NA,7.22391e-4
A3,B18,CW5,DQ5,DR1,NA,NA,NA,3.00996e-5
A3,B18,CW5,DQ7,DR4,NA,NA,DR53,6.01993e-5
A3,B18,CW6,DQ7,DR11,NA,DR52,NA,6.01993e-5
A3,B18,CW7,DQ2,DR17,NA,DR52,NA,1.30432e-4
A3,B18,CW7,DQ2,DR7,NA,NA,DR53,2.00664e-4
A3,B18,CW7,DQ4,DR8,NA,NA,DR53,1.50498e-4
A3,B18,CW7,DQ5,DR14,NA,DR52,NA,1.00332e-5
A3,B18,CW7,DQ5,DR16,DR51,NA,NA,6.01993e-5
A3,B18,CW7,DQ6,DR13,NA,DR52,NA,2.40797e-4
A3,B18,CW7,DQ6,DR15,DR51,NA,NA,8.22723e-4
A3,B18,CW7,DQ7,DR11,NA,DR52,NA,0.001214018
A3,B18,CW7,DQ7,DR12,NA,DR52,NA,1.40465e-4
A3,B18,CW7,DQ8,DR4,NA,NA,DR53,1.90631e-4
A3,B18,CW7,DQ9,DR9,NA,NA,DR53,1.10365e-4
A3,B27,CW1,DQ2,DR7,NA,NA,DR53,5.0166e-5
A3,B27,CW1,DQ4,DR8,NA,NA,DR53,1.40465e-4
A3,B27,CW1,DQ5,DR1,NA,NA,NA,6.32092e-4
A3,B27,CW1,DQ5,DR14,NA,DR52,NA,6.01993e-5
A3,B27,CW1,DQ5,DR16,DR51,NA,NA,9.02989e-5
A3,B27,CW1,DQ7,DR103,NA,NA,NA,8.02657e-5
A3,B27,CW1,DQ7,DR11,NA,DR52,NA,6.01993e-5
A3,B27,CW15,DQ7,DR11,NA,DR52,NA,1.30432e-4
A3,B27,CW2,DQ2,DR7,NA,NA,DR53,9.02989e-5
A3,B27,CW2,DQ4,DR8,NA,NA,DR53,1.00332e-4
A3,B27,CW2,DQ5,DR1,NA,NA,NA,1.50498e-4
A3,B27,CW2,DQ5,DR14,NA,DR52,NA,6.01993e-5
A3,B27,CW2,DQ5,DR16,DR51,NA,NA,6.01993e-5
A3,B27,CW2,DQ6,DR13,NA,DR52,NA,1.40465e-4
A3,B27,CW2,DQ6,DR15,DR51,NA,NA,8.02657e-5
A3,B27,CW2,DQ7,DR11,NA,DR52,NA,2.90963e-4
A3,B27,CW2,DQ7,DR4,NA,NA,DR53,3.71229e-4
A3,B27,CW2,DQ8,DR4,NA,NA,DR53,3.00996e-4
A3,B27,CW5,DQ7,DR11,NA,DR52,NA,6.01993e-5
A3,B27,CW7,DQ6,DR15,DR51,NA,NA,6.01993e-5
A3,B35,CW10,DQ7,DR11,NA,DR52,NA,6.01993e-5
A3,B35,CW12,DQ5,DR1,NA,NA,NA,7.02325e-5
A3,B35,CW12,DQ5,DR14,NA,DR52,NA,7.12358e-4
A3,B35,CW12,DQ6,DR13,NA,DR52,NA,6.01993e-5
A3,B35,CW12,DQ7,DR11,NA,DR52,NA,6.01993e-5
A3,B35,CW12,DQ8,DR4,NA,NA,DR53,2.00664e-4
A3,B35,CW12,DQ9,DR7,NA,NA,DR53,6.01993e-5
A3,B35,CW4,DQ2,DR17,NA,DR52,NA,8.32756e-4
A3,B35,CW4,DQ2,DR7,NA,NA,DR53,3.61196e-4
A3,B35,CW4,DQ4,DR8,NA,NA,DR53,6.01993e-4
A3,B35,CW4,DQ5,DR1,NA,NA,NA,0.012882642
A3,B35,CW4,DQ5,DR10,NA,NA,NA,3.21063e-4
A3,B35,CW4,DQ5,DR103,NA,NA,NA,2.5083e-4
A3,B35,CW4,DQ5,DR14,NA,DR52,NA,9.23055e-4
A3,B35,CW4,DQ5,DR16,DR51,NA,NA,1.50498e-4
A3,B35,CW4,DQ6,DR11,NA,DR52,NA,6.01993e-5
A3,B35,CW4,DQ6,DR13,NA,DR52,NA,0.00162538
A3,B35,CW4,DQ6,DR15,DR51,NA,NA,0.001735745
A3,B35,CW4,DQ7,DR11,NA,DR52,NA,0.001615347
A3,B35,CW4,DQ7,DR12,NA,DR52,NA,1.20399e-4
A3,B35,CW4,DQ7,DR4,NA,NA,DR53,5.3176e-4
A3,B35,CW4,DQ7,DR8,NA,NA,DR53,7.02325e-5
A3,B35,CW4,DQ8,DR4,NA,NA,DR53,7.52491e-4
A3,B35,CW4,DQ9,DR7,NA,NA,DR53,3.41129e-4
A3,B35,CW7,DQ5,DR1,NA,NA,NA,6.01993e-5
A3,B35,CW7,DQ5,DR14,NA,DR52,NA,6.01993e-5
A3,B35,CW7,DQ5,DR16,DR51,NA,NA,6.01993e-5
A3,B37,CW6,DQ2,DR7,NA,NA,DR53,2.20731e-4
A3,B37,CW6,DQ5,DR10,NA,NA,NA,5.11694e-4
A3,B37,CW6,DQ6,DR15,DR51,NA,NA,3.1103e-4
A3,B37,CW6,DQ8,DR4,NA,NA,DR53,1.00332e-4
A3,B37,CW6,DQ9,DR9,NA,NA,DR53,6.01993e-5
A3,B38,CW12,DQ5,DR1,NA,NA,NA,6.01993e-5
A3,B38,CW12,DQ5,DR14,NA,DR52,NA,6.01993e-5
A3,B38,CW12,DQ6,DR13,NA,DR52,NA,0.001635413
A3,B38,CW12,DQ6,DR15,DR51,NA,NA,8.02657e-5
A3,B38,CW12,DQ7,DR11,NA,DR52,NA,1.40465e-4
A3,B38,CW12,DQ8,DR4,NA,NA,DR53,1.10365e-4
A3,B39,CW12,DQ2,DR17,NA,DR52,NA,6.01993e-5
A3,B39,CW12,DQ6,DR13,NA,DR52,NA,1.20399e-4
A3,B39,CW12,DQ6,DR15,DR51,NA,NA,1.50498e-4
A3,B39,CW12,DQ7,DR11,NA,DR52,NA,1.90631e-4
A3,B39,CW7,DQ4,DR8,NA,NA,DR53,1.90631e-4
A3,B39,CW7,DQ5,DR1,NA,NA,NA,1.70565e-4
A3,B40,CW10,DQ2,DR17,NA,DR52,NA,8.02657e-5
A3,B40,CW10,DQ2,DR7,NA,NA,DR53,1.20399e-4
A3,B40,CW10,DQ5,DR1,NA,NA,NA,5.81926e-4
A3,B40,CW10,DQ5,DR14,NA,DR52,NA,2.00664e-4
A3,B40,CW10,DQ6,DR13,NA,DR52,NA,2.20731e-4
